"K","R2_mean","R2_sd","RMSE_mean","RMSE_sd","MAE_mean","MAE_sd"
5,0.738640048020691,0.0117788303863257,2.1300501229653,0.0478738215370684,1.60539198356554,0.0305712696357761
10,0.760485469742503,0.00963874868864832,2.03917439607889,0.0403728691971998,1.53264552076166,0.02890550002478
15,0.766145611943156,0.00937851965788787,2.01495465697186,0.0407823885872423,1.51577291984558,0.0285933554577729
20,0.768702447664086,0.00896928209409741,2.00394668907211,0.039822996635972,1.5080237188919,0.0282918877983551
25,0.772368976707884,0.00888169858286619,1.98796254147985,0.0380682909892575,1.49512236286521,0.0280683228868211
30,0.775407861844521,0.00946328978855227,1.9745876445215,0.0408979491919278,1.48146908243698,0.0280122124719173
50,0.77918924535684,0.00928590091545145,1.95789348023311,0.0402742875197542,1.47169978084287,0.0263630609230053
72,0.780589307418623,0.00951916065390205,1.95162817551962,0.0404691142018599,1.46639364217614,0.0263423808854673
100,0.788160367804106,0.00877038647001662,1.91763376905113,0.0344156035738839,1.44386020325447,0.0211608828229415
